Company,Emp_2018,Emp_2019,Emp_2020,Emp_2021,Emp_2022,Emp_2023,Emp_2024,Emp_2025
MRF,4719.0,4954.0,5190.0,5426.0,5662.0,5898.0,6134.0,6370.0
MS Shoes,8304.0,8719.0,9134.0,9549.0,9964.0,10380.0,10795.0,11210.0
MSTC Limited,14479.0,15202.0,15926.0,16650.0,17374.0,18098.0,18822.0,19546.0
Mukand,10786.0,11325.0,11864.0,12403.0,12943.0,13482.0,14021.0,14561.0
Munitions India,26457.0,27779.0,29102.0,30425.0,31748.0,33071.0,34394.0,35716.0
Murugappa Group,29801.0,31291.0,32781.0,34271.0,35761.0,37251.0,38741.0,40231.0
Muthoot Finance,6480.0,6804.0,7128.0,7451.0,7776.0,8100.0,8424.0,8748.0
Myntra,10212.0,10722.0,11233.0,11743.0,12254.0,12765.0,13275.0,13786.0
National Aluminium Company,26261.0,27574.0,28887.0,30200.0,31513.0,32826.0,34139.0,35452.0
National Fertilizers,24783.0,26022.0,27261.0,28500.0,29739.0,30978.0,32217.0,33457.0
National Mineral Development Corporation,24758.0,25995.0,27233.0,28471.0,29709.0,30947.0,32185.0,33423.0
National Payments Corporation of India,14943.0,15690.0,16437.0,17184.0,17931.0,18678.0,19425.0,20173.0
Nayara Energy,16173.0,16981.0,17790.0,18598.0,19407.0,20216.0,21024.0,21833.0
NBC Bearings,15208.0,15968.0,16728.0,17489.0,18249.0,19010.0,19770.0,20530.0
NBCC,26444.0,27766.0,29088.0,30410.0,31732.0,33055.0,34377.0,35699.0
NDTV,9157.0,9614.0,10072.0,10530.0,10988.0,11446.0,11904.0,12361.0
Network18 Group,20553.0,21580.0,22608.0,23635.0,24663.0,25691.0,26718.0,27746.0
NHPC,7677.0,8060.0,8444.0,8828.0,9212.0,9596.0,9980.0,10363.0
NIIT,12328.0,12944.0,13560.0,14177.0,14793.0,15410.0,16026.0,16642.0
Nilkamal Plastics,11326.0,11892.0,12458.0,13024.0,13591.0,14157.0,14723.0,15290.0
Nirma,16776.0,17614.0,18453.0,19292.0,20131.0,20970.0,21808.0,22647.0
NLC India Limited,12565.0,13193.0,13821.0,14449.0,15078.0,15706.0,16334.0,16962.0
NTPC Limited,17780.0,18669.0,19558.0,20447.0,21336.0,22225.0,23114.0,24003.0
Nuclear Power Corporation of India,19388.0,20357.0,21326.0,22296.0,23265.0,24235.0,25204.0,26173.0
Nykaa,10538.0,11064.0,11591.0,12118.0,12645.0,13172.0,13699.0,14226.0
Oil and Natural Gas Corporation,18682.0,19616.0,20550.0,21484.0,22418.0,23352.0,24286.0,25220.0
Oil India,12437.0,13058.0,13680.0,14302.0,14924.0,15546.0,16168.0,16789.0
Ola Electric,20450.0,21472.0,22495.0,23517.0,24540.0,25562.0,26585.0,27607.0
Omega Seiki Mobility,22347.0,23464.0,24581.0,25699.0,26816.0,27933.0,29051.0,30168.0
One97 Communications,9216.0,9676.0,10137.0,10598.0,11059.0,11520.0,11980.0,12441.0
Onida Electronics,15558.0,16335.0,17113.0,17891.0,18669.0,19447.0,20225.0,21003.0
Oracle Financial Services Software,5725.0,6011.0,6297.0,6583.0,6870.0,7156.0,7442.0,7728.0
Ordnance Factory Board,8731.0,9167.0,9604.0,10040.0,10477.0,10913.0,11350.0,11786.0
Oswald Labs,5366.0,5634.0,5902.0,6170.0,6439.0,6707.0,6975.0,7244.0
Paramount Airways,15277.0,16040.0,16804.0,17568.0,18332.0,19096.0,19860.0,20623.0
Parle Agro,15621.0,16402.0,17183.0,17964.0,18745.0,19526.0,20307.0,21088.0
Parle Products,24564.0,25792.0,27020.0,28248.0,29476.0,30705.0,31933.0,33161.0
Patanjali Ayurved,19264.0,20227.0,21190.0,22153.0,23116.0,24080.0,25043.0,26006.0
Pawan Hans,17984.0,18883.0,19782.0,20681.0,21580.0,22480.0,23379.0,24278.0
Pentamedia Graphics,8073.0,8476.0,8880.0,9283.0,9687.0,10091.0,10494.0,10898.0
Persistent Systems,8167.0,8575.0,8983.0,9392.0,9800.0,10208.0,10617.0,11025.0
Petronet LNG,4704.0,4939.0,5174.0,5409.0,5644.0,5880.0,6115.0,6350.0
Pidilite Industries,20029.0,21030.0,22031.0,23033.0,24034.0,25036.0,26037.0,27039.0
Pine Labs,7754.0,8141.0,8529.0,8917.0,9304.0,9692.0,10080.0,10467.0
Piramal Group,17914.0,18809.0,19705.0,20601.0,21496.0,22392.0,23288.0,24183.0
Power Finance Corporation,2310.0,2425.0,2541.0,2656.0,2772.0,2887.0,3003.0,3118.0
Power Grid Corporation of India,26775.0,28113.0,29452.0,30791.0,32130.0,33468.0,34807.0,36146.0
PTC India,27426.0,28797.0,30168.0,31539.0,32911.0,34282.0,35653.0,37025.0
Praj,9211.0,9671.0,10132.0,10592.0,11053.0,11513.0,11974.0,12434.0
Punj Lloyd,19665.0,20648.0,21631.0,22614.0,23598.0,24581.0,25564.0,26547.0
Punjab & Sind Bank,26093.0,27397.0,28702.0,30006.0,31311.0,32616.0,33920.0,35225.0
Punjab National Bank,7502.0,7877.0,8252.0,8627.0,9002.0,9377.0,9752.0,10127.0
Protean eGov Technologies,15832.0,16623.0,17415.0,18206.0,18998.0,19790.0,20581.0,21373.0
PVR INOX,12274.0,12887.0,13501.0,14115.0,14728.0,15342.0,15956.0,16569.0
Raheja Developers,13268.0,13931.0,14594.0,15258.0,15921.0,16585.0,17248.0,17911.0
Rail India Technical and Economic Service,5250.0,5512.0,5775.0,6037.0,6300.0,6562.0,6825.0,7087.0
Rajesh Exports,26104.0,27409.0,28714.0,30019.0,31324.0,32630.0,33935.0,35240.0
Raheja Mindspace,18626.0,19557.0,20488.0,21419.0,22351.0,23282.0,24213.0,25145.0
Ramco Systems,5852.0,6144.0,6437.0,6729.0,7022.0,7315.0,7607.0,7900.0
Ranbaxy Laboratories,5797.0,6086.0,6376.0,6666.0,6956.0,7246.0,7536.0,7825.0
Rapido,16070.0,16873.0,17677.0,18480.0,19284.0,20087.0,20891.0,21694.0
Rashtriya Chemicals & Fertilizers,11702.0,12287.0,12872.0,13457.0,14042.0,14627.0,15212.0,15797.0
Rashtriya Ispat Nigam,26813.0,28153.0,29494.0,30834.0,32175.0,33516.0,34856.0,36197.0
Raymond Group,25046.0,26298.0,27550.0,28802.0,30055.0,31307.0,32559.0,33812.0
REC Limited,4475.0,4698.0,4922.0,5146.0,5370.0,5593.0,5817.0,6041.0
Rediff.com,10612.0,11142.0,11673.0,12203.0,12734.0,13265.0,13795.0,14326.0
Reliance Capital,21917.0,23012.0,24108.0,25204.0,26300.0,27396.0,28492.0,29587.0
Reliance Communications,18953.0,19900.0,20848.0,21795.0,22743.0,23691.0,24638.0,25586.0
Reliance Digital,7536.0,7912.0,8289.0,8666.0,9043.0,9420.0,9796.0,10173.0
Reliance Entertainment,16170.0,16978.0,17787.0,18595.0,19404.0,20212.0,21021.0,21829.0
Reliance Group,11840.0,12432.0,13024.0,13615.0,14208.0,14800.0,15392.0,15984.0
Reliance Health,16180.0,16989.0,17798.0,18607.0,19416.0,20225.0,21034.0,21843.0
Reliance Industrial Infrastructure,18756.0,19693.0,20631.0,21569.0,22507.0,23445.0,24382.0,25320.0
Reliance Industries,27207.0,28567.0,29927.0,31288.0,32648.0,34008.0,35369.0,36729.0
Reliance Infrastructure,7963.0,8361.0,8759.0,9157.0,9555.0,9953.0,10351.0,10750.0
Reliance Life Insurance,3866.0,4059.0,4252.0,4445.0,4639.0,4832.0,5025.0,5219.0
Reliance MediaWorks,13398.0,14067.0,14737.0,15407.0,16077.0,16747.0,17417.0,18087.0
Swan Defence and Heavy Industries Limited,24915.0,26160.0,27406.0,28652.0,29898.0,31143.0,32389.0,33635.0
Reliance Power,18377.0,19295.0,20214.0,21133.0,22052.0,22971.0,23890.0,24808.0
Reliance Retail,4372.0,4590.0,4809.0,5027.0,5246.0,5465.0,5683.0,5902.0
Route Mobile,20735.0,21771.0,22808.0,23845.0,24882.0,25918.0,26955.0,27992.0
Royal Enfield,5081.0,5335.0,5589.0,5843.0,6097.0,6351.0,6605.0,6859.0
RPG Group,25862.0,27155.0,28448.0,29741.0,31034.0,32327.0,33620.0,34913.0
RP-Sanjiv Goenka Group,22994.0,24143.0,25293.0,26443.0,27592.0,28742.0,29892.0,31041.0
Sahara India Pariwar,14373.0,15091.0,15810.0,16528.0,17247.0,17966.0,18684.0,19403.0
Samtel Avionics,26499.0,27823.0,29148.0,30473.0,31798.0,33123.0,34448.0,35773.0
Samtel Group,12876.0,13519.0,14163.0,14807.0,15451.0,16095.0,16738.0,17382.0
Saravana Bhavan,25722.0,27008.0,28294.0,29580.0,30866.0,32152.0,33438.0,34724.0
SAS Motors,8631.0,9062.0,9494.0,9925.0,10357.0,10788.0,11220.0,11651.0
Sasken Technologies,20743.0,21780.0,22817.0,23854.0,24891.0,25928.0,26965.0,28003.0
Sea6 Energy,9272.0,9735.0,10199.0,10662.0,11126.0,11590.0,12053.0,12517.0
Serum Institute of India,21762.0,22850.0,23938.0,25026.0,26114.0,27202.0,28290.0,29378.0
Shapoorji Pallonji Group,10742.0,11279.0,11816.0,12353.0,12890.0,13427.0,13964.0,14501.0
Shipping Corporation of India,10960.0,11508.0,12056.0,12603.0,13152.0,13700.0,14248.0,14796.0
Shoppers Stop,25441.0,26713.0,27985.0,29257.0,30529.0,31801.0,33073.0,34345.0
Shree Cement,29102.0,30557.0,32012.0,33467.0,34922.0,36377.0,37832.0,39287.0
Shree Ganesh Jewellery House,27540.0,28917.0,30294.0,31670.0,33048.0,34425.0,35802.0,37179.0
Shree Renuka Sugars,10692.0,11226.0,11761.0,12295.0,12830.0,13365.0,13899.0,14434.0
Shriram Group,20699.0,21733.0,22768.0,23803.0,24838.0,25873.0,26908.0,27943.0
Singareni Collieries Company,29736.0,31222.0,32709.0,34196.0,35683.0,37170.0,38656.0,40143.0
Skipper Limited,25583.0,26862.0,28141.0,29420.0,30699.0,31978.0,33257.0,34537.0
Skyroot Aerospace,18062.0,18965.0,19868.0,20771.0,21674.0,22577.0,23480.0,24383.0
Snapdeal,18647.0,19579.0,20511.0,21444.0,22376.0,23308.0,24241.0,25173.0
Sobha,11389.0,11958.0,12527.0,13097.0,13666.0,14236.0,14805.0,15375.0
Sonata Software,19236.0,20197.0,21159.0,22121.0,23083.0,24045.0,25006.0,25968.0
South Indian Bank,2115.0,2220.0,2326.0,2432.0,2538.0,2643.0,2749.0,2855.0
SpiceJet,10004.0,10504.0,11004.0,11504.0,12004.0,12505.0,13005.0,13505.0
SSS Defence,12398.0,13017.0,13637.0,14257.0,14877.0,15497.0,16117.0,16737.0
State Bank of India,6230.0,6541.0,6853.0,7164.0,7476.0,7787.0,8099.0,8410.0
Steel Authority of India Limited,11808.0,12398.0,12988.0,13579.0,14169.0,14760.0,15350.0,15940.0
Sterlite Copper,29747.0,31234.0,32721.0,34209.0,35696.0,37183.0,38671.0,40158.0
Sterlite Technologies,15716.0,16501.0,17287.0,18073.0,18859.0,19645.0,20430.0,21216.0
Suminter India Organics,6822.0,7163.0,7504.0,7845.0,8186.0,8527.0,8868.0,9209.0
Sun Group,12989.0,13638.0,14287.0,14937.0,15586.0,16236.0,16885.0,17535.0
Sun Pharma,2096.0,2200.0,2305.0,2410.0,2515.0,2620.0,2724.0,2829.0
Surya Roshni,17219.0,18079.0,18940.0,19801.0,20662.0,21523.0,22384.0,23245.0
Suzlon,20185.0,21194.0,22203.0,23212.0,24222.0,25231.0,26240.0,27249.0
Swiggy,2420.0,2541.0,2662.0,2783.0,2904.0,3025.0,3146.0,3267.0
Synthite,13095.0,13749.0,14404.0,15059.0,15714.0,16368.0,17023.0,17678.0
T-Series,13832.0,14523.0,15215.0,15906.0,16598.0,17290.0,17981.0,18673.0
Tamil Nadu Newsprint and Papers Limited,16838.0,17679.0,18521.0,19363.0,20205.0,21047.0,21889.0,22731.0
Tamilnad Mercantile Bank,9633.0,10114.0,10596.0,11077.0,11559.0,12041.0,12522.0,13004.0
Tanla Platforms,29200.0,30660.0,32120.0,33580.0,35040.0,36500.0,37960.0,39420.0
Tara International,11909.0,12504.0,13099.0,13695.0,14290.0,14886.0,15481.0,16077.0
Tata Advanced Systems,16274.0,17087.0,17901.0,18715.0,19528.0,20342.0,21156.0,21969.0
Tata Business Support Services,19302.0,20267.0,21232.0,22197.0,23162.0,24127.0,25092.0,26057.0
Tata Chemicals,14711.0,15446.0,16182.0,16917.0,17653.0,18388.0,19124.0,19859.0
Tata Communications,4745.0,4982.0,5219.0,5456.0,5694.0,5931.0,6168.0,6405.0
Tata Consultancy Services,15048.0,15800.0,16552.0,17305.0,18057.0,18810.0,19562.0,20314.0
Tata Consumer Products,22350.0,23467.0,24585.0,25702.0,26820.0,27937.0,29055.0,30172.0
Tata Group,10057.0,10559.0,11062.0,11565.0,12068.0,12571.0,13074.0,13576.0
Tata Interactive Systems,18326.0,19242.0,20158.0,21074.0,21991.0,22907.0,23823.0,24740.0
Tata Motors,27748.0,29135.0,30522.0,31910.0,33297.0,34685.0,36072.0,37459.0
Tata Play,27779.0,29167.0,30556.0,31945.0,33334.0,34723.0,36112.0,37501.0
Tata Power,20705.0,21740.0,22775.0,23810.0,24846.0,25881.0,26916.0,27951.0
Tata Steel,3394.0,3563.0,3733.0,3903.0,4072.0,4242.0,4412.0,4581.0
Tata Steel BSL,5874.0,6167.0,6461.0,6755.0,7048.0,7342.0,7636.0,7929.0
Tata Technologies,15656.0,16438.0,17221.0,18004.0,18787.0,19570.0,20352.0,21135.0
Tech Mahindra,24771.0,26009.0,27248.0,28486.0,29725.0,30963.0,32202.0,33440.0
Texmaco Rail & Engineering,17100.0,17955.0,18810.0,19665.0,20520.0,21375.0,22230.0,23085.0
The Muthoot Group,24594.0,25823.0,27053.0,28283.0,29512.0,30742.0,31972.0,33201.0
Thermax,11800.0,12390.0,12980.0,13569.0,14160.0,14750.0,15340.0,15930.0
Thyrocare,24855.0,26097.0,27340.0,28583.0,29826.0,31068.0,32311.0,33554.0
The Times Group,19271.0,20234.0,21198.0,22161.0,23125.0,24088.0,25052.0,26015.0
Titagarh Rail Systems,15569.0,16347.0,17125.0,17904.0,18682.0,19461.0,20239.0,21018.0
Titan Company,18387.0,19306.0,20225.0,21145.0,22064.0,22983.0,23903.0,24822.0
Torque Pharmaceuticals,2758.0,2895.0,3033.0,3171.0,3309.0,3447.0,3585.0,3723.0
Torrent Group,5755.0,6042.0,6330.0,6618.0,6906.0,7193.0,7481.0,7769.0
Toyota Kirloskar Motor,4016.0,4216.0,4417.0,4618.0,4819.0,5020.0,5220.0,5421.0
Tractors and Farm Equipment Limited,22361.0,23479.0,24597.0,25715.0,26833.0,27951.0,29069.0,30187.0
TradeIndia,2366.0,2484.0,2602.0,2720.0,2839.0,2957.0,3075.0,3194.0
Travancore Cochin Chemicals,17935.0,18831.0,19728.0,20625.0,21522.0,22418.0,23315.0,24212.0
Travancore Titanium Products,21319.0,22384.0,23450.0,24516.0,25582.0,26648.0,27714.0,28780.0
Troop Comforts,21317.0,22382.0,23448.0,24514.0,25580.0,26646.0,27712.0,28777.0
TTK Prestige,13847.0,14539.0,15231.0,15924.0,16616.0,17308.0,18001.0,18693.0
TVS Motor Company,13429.0,14100.0,14771.0,15443.0,16114.0,16786.0,17457.0,18129.0
UCO Bank,3061.0,3214.0,3367.0,3520.0,3673.0,3826.0,3979.0,4132.0
UltraTech Cement,25802.0,27092.0,28382.0,29672.0,30962.0,32252.0,33542.0,34832.0
Union Bank of India,27833.0,29224.0,30616.0,32007.0,33399.0,34791.0,36182.0,37574.0
Unitech Group,24772.0,26010.0,27249.0,28487.0,29726.0,30965.0,32203.0,33442.0
United Breweries Group,14977.0,15725.0,16474.0,17223.0,17972.0,18721.0,19470.0,20218.0
UPL,21067.0,22120.0,23173.0,24227.0,25280.0,26333.0,27387.0,28440.0
USV,26266.0,27579.0,28892.0,30205.0,31519.0,32832.0,34145.0,35459.0
V-Guard Industries,24224.0,25435.0,26646.0,27857.0,29068.0,30280.0,31491.0,32702.0
VA Tech Wabag,8440.0,8862.0,9284.0,9706.0,10128.0,10550.0,10972.0,11394.0
Vadilal,29501.0,30976.0,32451.0,33926.0,35401.0,36876.0,38351.0,39826.0
Vedanta Limited,27888.0,29282.0,30676.0,32071.0,33465.0,34860.0,36254.0,37648.0
Vicco Group,24696.0,25930.0,27165.0,28400.0,29635.0,30870.0,32104.0,33339.0
Videocon Group,7305.0,7670.0,8035.0,8400.0,8766.0,9131.0,9496.0,9861.0
Vijaya Bank,17863.0,18756.0,19649.0,20542.0,21435.0,22328.0,23221.0,24115.0
VIP Industries,27737.0,29123.0,30510.0,31897.0,33284.0,34671.0,36058.0,37444.0
Vodafone Idea,24425.0,25646.0,26867.0,28088.0,29310.0,30531.0,31752.0,32973.0
Voltas,8031.0,8432.0,8834.0,9235.0,9637.0,10038.0,10440.0,10841.0
Voonik,7728.0,8114.0,8500.0,8887.0,9273.0,9660.0,10046.0,10432.0
VST Industries,20501.0,21526.0,22551.0,23576.0,24601.0,25626.0,26651.0,27676.0
Wadia Group,22840.0,23982.0,25124.0,26265.0,27408.0,28550.0,29692.0,30834.0
Walchandnagar Industries,10776.0,11314.0,11853.0,12392.0,12931.0,13470.0,14008.0,14547.0
WAPCOS Limited,25673.0,26956.0,28240.0,29523.0,30807.0,32091.0,33374.0,34658.0
Welspun Corp,8686.0,9120.0,9554.0,9988.0,10423.0,10857.0,11291.0,11726.0
Welspun Energy,16323.0,17139.0,17955.0,18771.0,19587.0,20403.0,21219.0,22036.0
Welspun Living,24404.0,25624.0,26844.0,28064.0,29284.0,30505.0,31725.0,32945.0
Welspun World,20624.0,21655.0,22686.0,23717.0,24748.0,25780.0,26811.0,27842.0
West Bengal Electronics Industry Development Corporation,24624.0,25855.0,27086.0,28317.0,29548.0,30780.0,32011.0,33242.0
West Bengal State Co-Operative Bank,14681.0,15415.0,16149.0,16883.0,17617.0,18351.0,19085.0,19819.0
Wipro,20877.0,21920.0,22964.0,24008.0,25052.0,26096.0,27140.0,28183.0
XOLO,24283.0,25497.0,26711.0,27925.0,29139.0,30353.0,31567.0,32782.0
Yantra India,2577.0,2705.0,2834.0,2963.0,3092.0,3221.0,3350.0,3478.0
Yatra,16583.0,17412.0,18241.0,19070.0,19899.0,20728.0,21557.0,22387.0
Yebhi,2789.0,2928.0,3067.0,3207.0,3346.0,3486.0,3625.0,3765.0
Yepme,5448.0,5720.0,5992.0,6265.0,6537.0,6810.0,7082.0,7354.0
Yes Bank,13806.0,14496.0,15186.0,15876.0,16567.0,17257.0,17947.0,18638.0
Zandu Realty,18735.0,19671.0,20608.0,21545.0,22482.0,23418.0,24355.0,25292.0
Zee Entertainment Enterprises,7017.0,7367.0,7718.0,8069.0,8420.0,8771.0,9122.0,9472.0
Zee News,28821.0,30262.0,31703.0,33144.0,34585.0,36026.0,37467.0,38908.0
Zensar Technologies,23305.0,24470.0,25635.0,26800.0,27966.0,29131.0,30296.0,31461.0
Zeta,25340.0,26607.0,27874.0,29140.0,30408.0,31675.0,32942.0,34209.0
Zoho Corporation,13484.0,14158.0,14832.0,15506.0,16180.0,16855.0,17529.0,18203.0
Zomato,15810.0,16600.0,17391.0,18181.0,18972.0,19762.0,20553.0,21343.0
Zydus Lifesciences,2387.0,2506.0,2625.0,2745.0,2864.0,2983.0,3103.0,3222.0
Vertex Enterprises 0,19083.0,19470.0,20008.0,20341.0,20949.0,21011.0,21417.0,22042.0
Nova Corp 1,19800.0,20582.0,21126.0,21207.0,21099.0,21049.0,21549.0,21494.0
Future Labs 2,12203.0,12892.0,13348.0,13589.0,13834.0,14256.0,14405.0,14805.0
Tech Labs 3,5102.0,5079.0,5509.0,5407.0,6108.0,6379.0,7052.0,7540.0
Vertex Solutions 4,13588.0,13456.0,14253.0,14554.0,15044.0,15484.0,15686.0,15923.0
Prime Group 5,10397.0,10724.0,11149.0,11123.0,11388.0,11607.0,11572.0,11967.0
Sky Solutions 6,10695.0,11227.0,11084.0,10990.0,11709.0,12399.0,12388.0,12717.0
NextGen Corp 7,15935.0,16091.0,16689.0,16721.0,17429.0,17285.0,17114.0,17230.0
NextGen Technologies 8,4293.0,4502.0,5050.0,5821.0,6038.0,6260.0,7013.0,6954.0
Quantum Labs 9,4933.0,5468.0,5513.0,6289.0,6999.0,7183.0,7416.0,7857.0
NextGen Enterprises 10,363.0,721.0,1220.0,1943.0,2278.0,2647.0,2782.0,2963.0
Prime Technologies 11,1778.0,1911.0,2173.0,2412.0,2962.0,3761.0,3613.0,3692.0
Quantum Labs 12,14326.0,14446.0,14709.0,15302.0,15267.0,15724.0,15656.0,16006.0
Future Industries 13,10605.0,10423.0,10474.0,11015.0,10898.0,10715.0,11315.0,11278.0
Nova Solutions 14,18131.0,18405.0,18210.0,18542.0,19316.0,19483.0,19358.0,19655.0
Global Solutions 15,1414.0,1404.0,1221.0,1286.0,1095.0,1167.0,1793.0,1905.0
Prime Industries 16,14384.0,15148.0,15584.0,15802.0,16163.0,16795.0,17206.0,17415.0
Nova Solutions 17,17962.0,17858.0,18020.0,18406.0,18844.0,19155.0,19351.0,19953.0
Tech Corp 18,18431.0,18595.0,18818.0,18695.0,19205.0,19274.0,20062.0,20542.0
Sky Enterprises 19,15955.0,15962.0,16716.0,16726.0,16662.0,16610.0,17018.0,16829.0
Future Corp 20,12550.0,13284.0,13381.0,13604.0,13425.0,14219.0,14489.0,14714.0
Apex Solutions 21,7182.0,7568.0,8031.0,8029.0,8660.0,9241.0,9950.0,9963.0
Global Technologies 22,1638.0,2392.0,2373.0,2794.0,3010.0,3548.0,3627.0,4206.0
Apex Solutions 23,1134.0,1424.0,1660.0,1532.0,1797.0,2136.0,1981.0,1808.0
Future Labs 24,17752.0,18533.0,18726.0,18689.0,19119.0,19749.0,20390.0,20597.0
Apex Technologies 25,8907.0,8964.0,9081.0,9175.0,9479.0,10088.0,10055.0,9932.0
Apex Technologies 26,4813.0,5383.0,5834.0,6193.0,6521.0,7149.0,7890.0,8342.0
Vertex Group 27,12910.0,12804.0,13171.0,13190.0,13729.0,14414.0,15058.0,15064.0
Vertex Labs 28,1282.0,1727.0,1595.0,1897.0,2688.0,3155.0,3453.0,3965.0
Sky Group 29,8382.0,8725.0,8967.0,8894.0,9192.0,9808.0,10207.0,10147.0
Prime Corp 30,17537.0,17385.0,17363.0,18163.0,18296.0,18424.0,18922.0,18970.0
Apex Systems 31,6289.0,6206.0,6112.0,6014.0,6776.0,6849.0,7430.0,8080.0
Nova Systems 32,13532.0,14217.0,14543.0,15318.0,15560.0,16177.0,16541.0,17340.0
Prime Industries 33,14850.0,15337.0,15869.0,15727.0,16180.0,16346.0,16707.0,17213.0
Prime Group 34,17189.0,17742.0,18360.0,18251.0,18163.0,18100.0,18776.0,18703.0
Vertex Corp 35,8942.0,9497.0,9321.0,9795.0,10223.0,10112.0,10608.0,11078.0
Sky Technologies 36,11129.0,10940.0,10769.0,10856.0,11175.0,11913.0,11779.0,11979.0
Tech Industries 37,15732.0,15939.0,16253.0,16094.0,16019.0,16111.0,16177.0,16383.0
NextGen Corp 38,6931.0,7651.0,8149.0,8098.0,8718.0,9217.0,9214.0,9230.0
Vertex Industries 39,9267.0,9613.0,9817.0,9663.0,10236.0,10933.0,11579.0,11480.0
Nova Corp 40,1003.0,879.0,689.0,508.0,323.0,358.0,1061.0,1073.0
NextGen Group 41,14956.0,15268.0,15287.0,15715.0,16294.0,16759.0,16787.0,17526.0
Prime Labs 42,12464.0,12903.0,13215.0,13267.0,13414.0,13564.0,13990.0,14331.0
Future Technologies 43,7454.0,7255.0,7571.0,8025.0,8261.0,8560.0,8758.0,9287.0
Future Systems 44,10306.0,10390.0,10266.0,10537.0,10576.0,11279.0,11501.0,11385.0
Tech Group 45,19156.0,19879.0,20078.0,20242.0,20215.0,20056.0,19974.0,20523.0
Future Technologies 46,8800.0,9085.0,9648.0,9855.0,10578.0,11289.0,11338.0,11860.0
Prime Enterprises 47,206.0,107.0,318.0,859.0,1124.0,1336.0,1969.0,1980.0
Apex Enterprises 48,13437.0,14123.0,14243.0,14856.0,15369.0,15610.0,16375.0,16237.0
Apex Technologies 49,2019.0,2311.0,2591.0,3360.0,3264.0,3168.0,3954.0,4073.0
Global Systems 50,16659.0,16789.0,16718.0,16941.0,17630.0,17879.0,17679.0,17515.0
Quantum Corp 51,5421.0,5684.0,6152.0,6804.0,6748.0,6888.0,7356.0,8154.0
Tech Solutions 52,12095.0,12823.0,12864.0,12888.0,13318.0,13594.0,13994.0,14242.0
Prime Labs 53,10025.0,10713.0,10615.0,11091.0,11710.0,12016.0,12561.0,12692.0
Sky Corp 54,188.0,308.0,288.0,444.0,694.0,659.0,979.0,1598.0
Nova Solutions 55,14559.0,14934.0,14822.0,14714.0,15394.0,16162.0,16181.0,16172.0
Tech Industries 56,4478.0,4817.0,5188.0,5067.0,5215.0,5444.0,5839.0,5858.0
NextGen Systems 57,1972.0,1862.0,2512.0,2975.0,2805.0,2998.0,3585.0,4078.0
Prime Systems 58,19218.0,19794.0,20432.0,20528.0,20360.0,20351.0,20474.0,20548.0
NextGen Labs 59,391.0,411.0,449.0,1091.0,1773.0,2572.0,2960.0,3666.0
Global Labs 60,4426.0,4949.0,5031.0,5006.0,4883.0,5485.0,5850.0,6494.0
Tech Enterprises 61,4241.0,4389.0,4905.0,5082.0,5674.0,6424.0,6557.0,7104.0
Future Enterprises 62,17463.0,17328.0,17941.0,18472.0,18946.0,19689.0,19640.0,20060.0
NextGen Group 63,2053.0,2312.0,2707.0,2855.0,3437.0,4200.0,4850.0,5451.0
Tech Labs 64,10382.0,11014.0,11273.0,11104.0,11184.0,11279.0,11857.0,12175.0
NextGen Systems 65,2967.0,3109.0,3717.0,4376.0,4814.0,5041.0,5398.0,5740.0
Future Systems 66,1495.0,1960.0,2372.0,2827.0,3086.0,3451.0,3395.0,3544.0
Vertex Group 67,14463.0,15029.0,15492.0,15917.0,16098.0,16224.0,16990.0,17288.0
Prime Systems 68,11303.0,11107.0,10939.0,10972.0,10971.0,11673.0,12387.0,12961.0
NextGen Solutions 69,18200.0,18964.0,19106.0,18930.0,19153.0,19285.0,19730.0,19587.0
Vertex Solutions 70,6548.0,6596.0,6900.0,7211.0,7890.0,8065.0,8848.0,9311.0
Sky Solutions 71,17996.0,18033.0,18198.0,18011.0,18139.0,18367.0,18810.0,19129.0
Sky Group 72,5930.0,6410.0,6697.0,6753.0,7163.0,7402.0,8196.0,8408.0
Nova Group 73,6504.0,6781.0,6791.0,7164.0,7470.0,8040.0,8751.0,8577.0
Apex Systems 74,9081.0,9534.0,9759.0,10142.0,10651.0,10737.0,11025.0,11427.0
Future Corp 75,7814.0,8548.0,8528.0,8748.0,9325.0,9171.0,9577.0,9496.0
Vertex Systems 76,16023.0,16114.0,15992.0,16225.0,16212.0,16020.0,16234.0,17026.0
Global Industries 77,18143.0,18157.0,18486.0,18987.0,19408.0,20148.0,20055.0,20712.0
Quantum Industries 78,2369.0,2572.0,2859.0,3111.0,3708.0,4077.0,4250.0,4854.0
Quantum Enterprises 79,4330.0,4596.0,4621.0,4597.0,5068.0,5741.0,5706.0,6057.0
